transaction_id,customer_id,order_id,amount,currency,payment_status,failure_reason,customer_type,previous_successful_payments,previous_failed_payments,previous_recovery_attempts,historical_recovery_rate,customer_lifetime_value,time_since_failure_minutes,payment_method,checkout_abandoned,order_value_segment,ground_truth_best_strategy,ground_truth_recovery_probability,ground_truth_recovered,ground_truth_recovered_amount
txn_syn_0242,cust_syn_195,order_syn_0242,5697.88,INR,FAILED,BANK_SERVER_DOWN,RETURNING,9,8,0,0.84,39193.78,941,UPI,False,MEDIUM,RETRY,0.6303,False,0.0
txn_syn_0243,cust_syn_957,order_syn_0243,872.15,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,7,6,1,1.0,24902.78,776,UPI,False,LOW,PAYMENT_LINK,0.6147,True,872.15
txn_syn_0244,cust_syn_310,order_syn_0244,3282.44,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,21,6,2,0.0,9429.37,1130,NET_BANKING,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0245,cust_syn_672,order_syn_0245,2242.48,INR,FAILED,BANK_SERVER_DOWN,RETURNING,17,4,4,0.5,39161.34,2866,NET_BANKING,False,LOW,RETRY,0.6022,False,0.0
txn_syn_0246,cust_syn_800,order_syn_0246,28866.27,INR,FAILED,BANK_SERVER_DOWN,RETURNING,11,6,5,0.0,40609.73,1520,CREDIT_CARD,False,HIGH,NO_ACTION,0.02,False,0.0
txn_syn_0247,cust_syn_828,order_syn_0247,690.2,INR,ABANDONED,NETWORK_TIMEOUT,VIP,4,2,2,0.5,69211.97,2457,DEBIT_CARD,True,LOW,PAYMENT_LINK,0.6863,True,690.2
txn_syn_0248,cust_syn_261,order_syn_0248,4648.65,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,199.72,371,UPI,False,MEDIUM,RETRY,0.5934,False,0.0
txn_syn_0249,cust_syn_331,order_syn_0249,1958.08,INR,FAILED,NETWORK_TIMEOUT,RETURNING,13,7,3,0.0,14533.16,2104,UPI,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0250,cust_syn_676,order_syn_0250,29278.32,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,16,5,3,1.0,45033.14,904,UPI,False,HIGH,PAYMENT_LINK,0.614,True,29278.32
txn_syn_0251,cust_syn_952,order_syn_0251,4077.59,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,199.47,897,CREDIT_CARD,False,MEDIUM,RETRY,0.5784,True,4077.59
txn_syn_0252,cust_syn_304,order_syn_0252,850.45,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,132.7,493,DEBIT_CARD,False,LOW,NO_ACTION,0.0934,False,0.0
txn_syn_0253,cust_syn_143,order_syn_0253,173660.92,INR,FAILED,NETWORK_TIMEOUT,RETURNING,24,5,3,0.67,25558.66,223,UPI,False,ENTERPRISE,RETRY,0.7069,False,0.0
txn_syn_0254,cust_syn_894,order_syn_0254,7202.21,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,2,0,0.0,349.12,1334,UPI,False,MEDIUM,RETRY,0.4247,False,0.0
txn_syn_0255,cust_syn_451,order_syn_0255,4350.41,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,105.27,539,NET_BANKING,False,MEDIUM,RETRY,0.703,True,4350.41
txn_syn_0256,cust_syn_976,order_syn_0256,824.1,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,479.57,2585,UPI,False,LOW,ALTERNATE_FLOW,0.4549,False,0.0
txn_syn_0257,cust_syn_507,order_syn_0257,854.07,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,107.73,1066,UPI,True,LOW,PAYMENT_LINK,0.4048,True,854.07
txn_syn_0258,cust_syn_988,order_syn_0258,5386.96,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,39,3,1,1.0,19045.23,1175,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.7129,True,5386.96
txn_syn_0259,cust_syn_727,order_syn_0259,7393.19,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,5,1,0,0.51,17047.14,1489,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.6558,True,7393.19
txn_syn_0260,cust_syn_340,order_syn_0260,889.82,INR,FAILED,BANK_SERVER_DOWN,RETURNING,6,3,1,1.0,6944.45,342,CREDIT_CARD,False,LOW,RETRY,0.6936,True,889.82
txn_syn_0261,cust_syn_855,order_syn_0261,11142.82,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,0,0,0.0,65.64,1952,CREDIT_CARD,False,HIGH,ALTERNATE_FLOW,0.3524,False,0.0
txn_syn_0262,cust_syn_652,order_syn_0262,6075.3,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,315.52,1270,CREDIT_CARD,True,MEDIUM,PAYMENT_LINK,0.4739,True,6075.3
txn_syn_0263,cust_syn_259,order_syn_0263,23755.05,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,407.69,1956,CREDIT_CARD,False,HIGH,PAYMENT_LINK,0.3912,False,0.0
txn_syn_0264,cust_syn_293,order_syn_0264,4507.12,INR,FAILED,NETWORK_TIMEOUT,RETURNING,36,6,3,0.33,9836.94,983,UPI,False,MEDIUM,RETRY,0.4616,False,0.0
txn_syn_0265,cust_syn_644,order_syn_0265,6558.95,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,27,3,0,0.41,15900.57,771,UPI,True,MEDIUM,PAYMENT_LINK,0.6762,True,6558.95
txn_syn_0266,cust_syn_228,order_syn_0266,379.42,INR,FAILED,GATEWAY_REJECTED,RETURNING,1,3,0,0.39,25691.82,131,DEBIT_CARD,False,MICRO,RETRY,0.5074,True,379.42
txn_syn_0267,cust_syn_581,order_syn_0267,1113.53,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,125.04,1578,WALLET,True,LOW,PAYMENT_LINK,0.5106,False,0.0
txn_syn_0268,cust_syn_633,order_syn_0268,754.41,INR,FAILED,INCORRECT_OTP,RETURNING,14,7,3,0.67,46938.33,1973,DEBIT_CARD,False,LOW,PAYMENT_LINK,0.5159,True,754.41
txn_syn_0269,cust_syn_748,order_syn_0269,970.95,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,1,2,1,0.0,20998.8,2821,CREDIT_CARD,True,LOW,PAYMENT_LINK,0.4319,False,0.0
txn_syn_0270,cust_syn_877,order_syn_0270,2132.32,INR,FAILED,GATEWAY_REJECTED,RETURNING,4,5,5,0.2,35663.75,1424,UPI,False,LOW,RETRY,0.242,True,2132.32
txn_syn_0271,cust_syn_140,order_syn_0271,266.96,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,29,8,2,1.0,35457.81,1129,UPI,True,MICRO,PAYMENT_LINK,0.6175,True,266.96
txn_syn_0272,cust_syn_939,order_syn_0272,4411.01,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,0.36,2542,UPI,False,MEDIUM,PAYMENT_LINK,0.293,False,0.0
txn_syn_0273,cust_syn_609,order_syn_0273,569.88,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,10,4,2,0.5,32763.39,130,UPI,False,LOW,ALTERNATE_FLOW,0.7207,True,569.88
txn_syn_0274,cust_syn_638,order_syn_0274,936.19,INR,FAILED,EXPIRED_CARD,RETURNING,38,4,0,0.52,31085.77,329,UPI,False,LOW,ALTERNATE_FLOW,0.7353,False,0.0
txn_syn_0275,cust_syn_913,order_syn_0275,13117.34,INR,FAILED,EXPIRED_CARD,RETURNING,40,4,4,0.0,37246.42,948,UPI,False,HIGH,ALTERNATE_FLOW,0.4801,True,13117.34
txn_syn_0276,cust_syn_867,order_syn_0276,1936.82,INR,FAILED,INCORRECT_OTP,RETURNING,7,5,5,0.6,35722.42,2695,DEBIT_CARD,False,LOW,PAYMENT_LINK,0.5336,False,0.0
txn_syn_0277,cust_syn_432,order_syn_0277,2925.14,INR,FAILED,CARD_AUTHENTICATION_FAILED,RETURNING,27,6,5,0.4,31203.84,1855,DEBIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.345,False,0.0
txn_syn_0278,cust_syn_409,order_syn_0278,793.37,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,2,0,0.0,107.41,2096,NET_BANKING,False,LOW,PAYMENT_LINK,0.2854,True,793.37
txn_syn_0279,cust_syn_475,order_syn_0279,9260.02,INR,ABANDONED,CHECKOUT_DROPOFF,ENTERPRISE,16,3,2,0.5,38468.67,1978,DEBIT_CARD,True,MEDIUM,PAYMENT_LINK,0.8178,True,9260.02
txn_syn_0280,cust_syn_407,order_syn_0280,9295.92,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,FIRST_TIME,0,1,0,0.0,190.77,495,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0281,cust_syn_491,order_syn_0281,3941.16,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,159.66,1611,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.3037,False,0.0
txn_syn_0282,cust_syn_251,order_syn_0282,458.27,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,285.72,536,UPI,False,MICRO,ALTERNATE_FLOW,0.6071,True,458.27
txn_syn_0283,cust_syn_853,order_syn_0283,13583.7,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,16,1,1,1.0,17523.76,1315,CREDIT_CARD,False,HIGH,PAYMENT_LINK,0.5739,False,0.0
txn_syn_0284,cust_syn_922,order_syn_0284,2403.76,INR,FAILED,BANK_SERVER_DOWN,RETURNING,10,7,0,0.85,13207.5,997,DEBIT_CARD,False,LOW,RETRY,0.4413,False,0.0
txn_syn_0285,cust_syn_213,order_syn_0285,2906.67,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,165.94,2249,CREDIT_CARD,True,MEDIUM,PAYMENT_LINK,0.4044,False,0.0
txn_syn_0286,cust_syn_779,order_syn_0286,1477.71,INR,FAILED,BANK_SERVER_DOWN,RETURNING,17,2,0,0.47,39881.05,1113,CREDIT_CARD,False,LOW,RETRY,0.4778,False,0.0
txn_syn_0287,cust_syn_495,order_syn_0287,382.91,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,0,0,0.0,488.31,2052,NET_BANKING,False,MICRO,PAYMENT_LINK,0.4213,True,382.91
txn_syn_0288,cust_syn_601,order_syn_0288,6626.45,INR,FAILED,GATEWAY_REJECTED,FIRST_TIME,0,0,0,0.0,173.39,255,UPI,False,MEDIUM,RETRY,0.2871,False,0.0
txn_syn_0289,cust_syn_386,order_syn_0289,755.9,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,196.42,2564,CREDIT_CARD,True,LOW,PAYMENT_LINK,0.475,False,0.0
txn_syn_0290,cust_syn_559,order_syn_0290,223.3,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,14,2,2,1.0,34834.33,1763,CREDIT_CARD,False,MICRO,PAYMENT_LINK,0.7101,True,223.3
txn_syn_0291,cust_syn_670,order_syn_0291,8920.31,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,8,2,1,0.0,36899.82,2610,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0292,cust_syn_726,order_syn_0292,7192.58,INR,FAILED,EXPIRED_CARD,RETURNING,39,3,1,0.0,34994.14,2662,CREDIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.3764,True,7192.58
txn_syn_0293,cust_syn_882,order_syn_0293,933.39,INR,FAILED,UPI_APP_UNRESPONSIVE,VIP,18,6,1,0.0,115119.83,1332,WALLET,False,LOW,NO_ACTION,0.1059,False,0.0
txn_syn_0294,cust_syn_837,order_syn_0294,5726.55,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,0,0,0.0,371.23,1851,NET_BANKING,False,MEDIUM,ALTERNATE_FLOW,0.2891,False,0.0
txn_syn_0295,cust_syn_140,order_syn_0295,843.86,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,34,0,0,0.47,21105.91,225,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.6193,True,843.86
txn_syn_0296,cust_syn_284,order_syn_0296,507.31,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,35,2,1,1.0,17526.12,371,NET_BANKING,False,LOW,PAYMENT_LINK,0.8124,True,507.31
txn_syn_0297,cust_syn_216,order_syn_0297,7913.57,INR,FAILED,INCORRECT_OTP,RETURNING,24,1,1,0.0,20176.57,616,NET_BANKING,False,MEDIUM,PAYMENT_LINK,0.6339,False,0.0
txn_syn_0298,cust_syn_556,order_syn_0298,50476.94,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,449.27,2044,DEBIT_CARD,False,ENTERPRISE,RETRY,0.5513,True,50476.94
txn_syn_0299,cust_syn_519,order_syn_0299,8380.27,INR,FAILED,NETWORK_TIMEOUT,RETURNING,39,0,0,0.83,15349.42,1431,UPI,False,MEDIUM,RETRY,0.508,False,0.0
txn_syn_0300,cust_syn_150,order_syn_0300,693.83,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,2,0,0.0,80.67,1867,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.2775,False,0.0
txn_syn_0301,cust_syn_939,order_syn_0301,220.09,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,275.24,2150,CREDIT_CARD,False,MICRO,PAYMENT_LINK,0.435,False,0.0
txn_syn_0302,cust_syn_189,order_syn_0302,6608.57,INR,FAILED,INCORRECT_OTP,RETURNING,39,4,3,0.67,14463.68,2590,NET_BANKING,False,MEDIUM,PAYMENT_LINK,0.5333,True,6608.57
txn_syn_0303,cust_syn_221,order_syn_0303,41981.77,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,58.96,2297,WALLET,False,HIGH,NO_ACTION,0.02,False,0.0
txn_syn_0304,cust_syn_407,order_syn_0304,6543.32,INR,FAILED,BANK_SERVER_DOWN,RETURNING,21,0,0,0.71,18385.36,1386,UPI,False,MEDIUM,RETRY,0.4594,True,6543.32
txn_syn_0305,cust_syn_571,order_syn_0305,567.97,INR,ABANDONED,CHECKOUT_DROPOFF,ENTERPRISE,35,5,3,1.0,279203.51,2276,CREDIT_CARD,True,LOW,PAYMENT_LINK,0.8131,True,567.97
txn_syn_0306,cust_syn_252,order_syn_0306,8580.81,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,491.81,1264,CREDIT_CARD,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0307,cust_syn_562,order_syn_0307,7999.34,INR,ABANDONED,EXPIRED_CARD,RETURNING,20,3,2,0.0,7387.1,1978,NET_BANKING,True,MEDIUM,ALTERNATE_FLOW,0.3797,True,7999.34
txn_syn_0308,cust_syn_435,order_syn_0308,37068.01,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,411.07,1883,UPI,True,HIGH,PAYMENT_LINK,0.4106,False,0.0
txn_syn_0309,cust_syn_992,order_syn_0309,6930.2,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,0,0,0.0,23.07,861,UPI,False,MEDIUM,PAYMENT_LINK,0.3059,True,6930.2
txn_syn_0310,cust_syn_252,order_syn_0310,1921.28,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,0,0,0.0,479.15,1162,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.3297,True,1921.28
txn_syn_0311,cust_syn_129,order_syn_0311,7341.39,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,4,1,1,0.0,6133.74,2828,NET_BANKING,True,MEDIUM,PAYMENT_LINK,0.5811,False,0.0
txn_syn_0312,cust_syn_646,order_syn_0312,1836.15,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,382.21,400,DEBIT_CARD,True,LOW,PAYMENT_LINK,0.6056,True,1836.15
txn_syn_0313,cust_syn_981,order_syn_0313,8098.22,INR,ABANDONED,EXPIRED_CARD,ENTERPRISE,17,5,3,0.33,213489.01,1948,NET_BANKING,True,MEDIUM,ALTERNATE_FLOW,0.4437,False,0.0
txn_syn_0314,cust_syn_620,order_syn_0314,683.51,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,1,0,0.0,398.38,1695,DEBIT_CARD,False,LOW,PAYMENT_LINK,0.2159,True,683.51
txn_syn_0315,cust_syn_810,order_syn_0315,7653.56,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,28,5,4,0.25,10308.1,2443,DEBIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.4194,True,7653.56
txn_syn_0316,cust_syn_211,order_syn_0316,294.85,INR,FAILED,INCORRECT_OTP,RETURNING,39,6,2,0.5,32959.48,2,UPI,False,MICRO,PAYMENT_LINK,0.8477,True,294.85
txn_syn_0317,cust_syn_310,order_syn_0317,38710.93,INR,FAILED,GATEWAY_REJECTED,RETURNING,21,4,4,0.5,46088.08,2506,NET_BANKING,False,HIGH,RETRY,0.2686,False,0.0
txn_syn_0318,cust_syn_154,order_syn_0318,352.99,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,489.35,2562,UPI,False,MICRO,NO_ACTION,0.02,False,0.0
txn_syn_0319,cust_syn_292,order_syn_0319,2208.36,INR,FAILED,BANK_SERVER_DOWN,RETURNING,24,6,1,1.0,49877.89,1995,UPI,False,LOW,PAYMENT_LINK,0.6834,False,0.0
txn_syn_0320,cust_syn_907,order_syn_0320,4197.41,INR,FAILED,INCORRECT_OTP,RETURNING,28,2,1,1.0,28498.4,971,UPI,False,MEDIUM,PAYMENT_LINK,0.498,True,4197.41
txn_syn_0321,cust_syn_594,order_syn_0321,9851.23,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,8,7,5,0.0,8820.2,322,WALLET,False,MEDIUM,NO_ACTION,0.0793,False,0.0
txn_syn_0322,cust_syn_800,order_syn_0322,1097.04,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,38,4,4,0.0,45372.09,1359,CREDIT_CARD,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0323,cust_syn_867,order_syn_0323,6202.69,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,130.22,1197,CREDIT_CARD,True,MEDIUM,PAYMENT_LINK,0.5213,False,0.0
txn_syn_0324,cust_syn_384,order_syn_0324,766.29,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,FIRST_TIME,0,0,0,0.0,137.61,2701,CREDIT_CARD,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0325,cust_syn_982,order_syn_0325,8394.69,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,2,0,0.0,483.67,1693,DEBIT_CARD,True,MEDIUM,PAYMENT_LINK,0.4506,False,0.0
txn_syn_0326,cust_syn_453,order_syn_0326,516.61,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,409.77,2183,CREDIT_CARD,False,LOW,ALTERNATE_FLOW,0.4473,True,516.61
txn_syn_0327,cust_syn_395,order_syn_0327,1369.12,INR,ABANDONED,CHECKOUT_DROPOFF,ENTERPRISE,29,6,5,0.4,288987.66,1770,NET_BANKING,True,LOW,PAYMENT_LINK,0.7926,True,1369.12
txn_syn_0328,cust_syn_698,order_syn_0328,6297.93,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,374.55,738,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0329,cust_syn_801,order_syn_0329,1511.88,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,15,4,2,0.0,3634.0,2457,CREDIT_CARD,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0330,cust_syn_763,order_syn_0330,35550.58,INR,FAILED,NETWORK_TIMEOUT,RETURNING,12,1,0,0.45,24413.87,2736,NET_BANKING,False,HIGH,RETRY,0.5925,True,35550.58
txn_syn_0331,cust_syn_440,order_syn_0331,77090.33,INR,ABANDONED,CHECKOUT_DROPOFF,VIP,17,4,1,1.0,15993.38,446,UPI,True,ENTERPRISE,PAYMENT_LINK,0.96,True,77090.33
txn_syn_0332,cust_syn_205,order_syn_0332,1168.86,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,363.77,5,CREDIT_CARD,True,LOW,PAYMENT_LINK,0.8671,True,1168.86
txn_syn_0333,cust_syn_627,order_syn_0333,8067.65,INR,FAILED,BANK_SERVER_DOWN,RETURNING,32,7,3,1.0,42514.36,1976,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.5627,True,8067.65
txn_syn_0334,cust_syn_762,order_syn_0334,512.68,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,480.46,725,DEBIT_CARD,True,LOW,PAYMENT_LINK,0.4936,True,512.68
txn_syn_0335,cust_syn_805,order_syn_0335,2259.35,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,316.4,2430,UPI,True,LOW,PAYMENT_LINK,0.5199,False,0.0
txn_syn_0336,cust_syn_931,order_syn_0336,205.37,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,2,0,0,0.33,39813.37,1879,DEBIT_CARD,True,MICRO,PAYMENT_LINK,0.4923,True,205.37
txn_syn_0337,cust_syn_853,order_syn_0337,11832.02,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,235.61,206,DEBIT_CARD,False,HIGH,RETRY,0.7105,True,11832.02
txn_syn_0338,cust_syn_937,order_syn_0338,823.01,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,0,0,0.0,399.59,2780,UPI,False,LOW,ALTERNATE_FLOW,0.3972,False,0.0
txn_syn_0339,cust_syn_318,order_syn_0339,472.64,INR,FAILED,INCORRECT_OTP,RETURNING,38,2,1,0.0,7795.78,2385,CREDIT_CARD,False,MICRO,PAYMENT_LINK,0.5966,True,472.64
txn_syn_0340,cust_syn_598,order_syn_0340,6342.98,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,463.07,1951,UPI,True,MEDIUM,PAYMENT_LINK,0.4989,False,0.0
txn_syn_0341,cust_syn_725,order_syn_0341,842.84,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,39,2,2,0.5,31378.39,788,UPI,False,LOW,PAYMENT_LINK,0.6327,True,842.84
txn_syn_0342,cust_syn_324,order_syn_0342,9716.2,INR,FAILED,BANK_SERVER_DOWN,RETURNING,14,4,0,0.42,40237.42,178,CREDIT_CARD,False,MEDIUM,RETRY,0.7016,False,0.0
txn_syn_0343,cust_syn_564,order_syn_0343,805.94,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,462.43,1823,CREDIT_CARD,False,LOW,RETRY,0.4382,False,0.0
txn_syn_0344,cust_syn_433,order_syn_0344,901.23,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,0,0,0.0,206.3,1787,UPI,False,LOW,PAYMENT_LINK,0.2327,False,0.0
txn_syn_0345,cust_syn_747,order_syn_0345,610.8,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,167.95,1715,UPI,False,LOW,PAYMENT_LINK,0.3895,False,0.0
txn_syn_0346,cust_syn_726,order_syn_0346,8758.93,INR,FAILED,EXPIRED_CARD,ENTERPRISE,37,8,1,0.0,130568.49,61,UPI,False,MEDIUM,ALTERNATE_FLOW,0.8091,False,0.0
txn_syn_0347,cust_syn_705,order_syn_0347,7916.69,INR,FAILED,INCORRECT_OTP,ENTERPRISE,37,0,0,0.89,23536.9,2855,UPI,False,MEDIUM,PAYMENT_LINK,0.403,False,0.0
txn_syn_0348,cust_syn_323,order_syn_0348,530.8,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,323.82,2338,UPI,True,LOW,PAYMENT_LINK,0.6098,True,530.8
txn_syn_0349,cust_syn_908,order_syn_0349,3669.01,INR,ABANDONED,CHECKOUT_DROPOFF,ENTERPRISE,30,0,0,0.53,210936.18,2510,DEBIT_CARD,True,MEDIUM,PAYMENT_LINK,0.8114,True,3669.01
txn_syn_0350,cust_syn_156,order_syn_0350,428.79,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,24,0,0,0.53,24336.94,2298,CREDIT_CARD,True,MICRO,PAYMENT_LINK,0.4797,True,428.79
txn_syn_0351,cust_syn_870,order_syn_0351,4805.94,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,14,3,2,0.5,45100.79,2055,UPI,False,MEDIUM,PAYMENT_LINK,0.5779,True,4805.94
txn_syn_0352,cust_syn_735,order_syn_0352,169222.59,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,FIRST_TIME,0,0,0,0.0,346.61,1602,UPI,False,ENTERPRISE,NO_ACTION,0.02,False,0.0
txn_syn_0353,cust_syn_608,order_syn_0353,473.88,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,476.05,1722,CREDIT_CARD,False,MICRO,ALTERNATE_FLOW,0.5292,True,473.88
txn_syn_0354,cust_syn_632,order_syn_0354,6992.03,INR,FAILED,INCORRECT_OTP,RETURNING,27,5,5,1.0,39767.57,2325,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.6062,False,0.0
txn_syn_0355,cust_syn_888,order_syn_0355,2446.95,INR,FAILED,NETWORK_TIMEOUT,RETURNING,10,5,2,0.5,47898.27,2839,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.6885,True,2446.95
txn_syn_0356,cust_syn_551,order_syn_0356,384.25,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,281.24,667,UPI,False,MICRO,NO_ACTION,0.0944,False,0.0
txn_syn_0357,cust_syn_427,order_syn_0357,6824.55,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,FIRST_TIME,0,2,0,0.0,273.07,2351,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0358,cust_syn_590,order_syn_0358,27838.46,INR,FAILED,BANK_SERVER_DOWN,ENTERPRISE,9,8,0,0.48,127669.42,2391,UPI,False,HIGH,PAYMENT_LINK,0.4201,False,0.0
txn_syn_0359,cust_syn_793,order_syn_0359,5603.49,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,6,8,3,0.33,25542.34,1630,UPI,True,MEDIUM,PAYMENT_LINK,0.5047,True,5603.49
txn_syn_0360,cust_syn_556,order_syn_0360,824.11,INR,FAILED,INSUFFICIENT_FUNDS,ENTERPRISE,6,3,3,1.0,243461.43,573,WALLET,False,LOW,PAYMENT_LINK,0.7872,True,824.11
txn_syn_0361,cust_syn_443,order_syn_0361,467.51,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,2,0,0.0,378.06,2328,NET_BANKING,False,MICRO,NO_ACTION,0.02,False,0.0
txn_syn_0362,cust_syn_946,order_syn_0362,3020.46,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,247.05,2625,DEBIT_CARD,False,MEDIUM,RETRY,0.4601,False,0.0
txn_syn_0363,cust_syn_804,order_syn_0363,770.01,INR,FAILED,INCORRECT_OTP,RETURNING,2,1,1,1.0,49727.98,2574,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.6659,True,770.01
